Date,Open,High,Low,Close,Volume
2010-01-04,188.5215179920839,194.55827040086248,188.5215179920839,193.61276245117188,194793
2010-01-05,195.64923123573058,200.08589110445214,193.35817590396698,199.10400390625,1180218
2010-01-06,200.74050714663915,200.74050714663915,195.8674497251604,197.613037109375,578066
2010-01-07,198.7767382798897,198.7767382798897,194.8492109421,195.75836181640625,563951
2010-01-08,196.30382232406038,197.83119999855592,194.59461450250734,196.74021911621094,790113
2010-01-11,198.88587641456755,198.88587641456755,194.9219692802543,195.8674774169922,333070
2010-01-12,195.6492937033357,197.9767291239592,192.7036533642968,194.04917907714844,610570
2010-01-13,192.7399868118429,195.57653312193597,191.5399120878881,194.55828857421875,452701
2010-01-14,194.92194910014734,198.8494764711609,189.79434700411107,190.81259155273438,548831
2010-01-15,192.01264577567767,194.04913465547892,190.55800451980133,192.84906005859375,442154
2010-01-18,195.7220124100364,195.7220124100364,190.9580483223891,194.08554077148438,294227
2010-01-19,194.08551820954185,199.6131595408458,193.6491213841112,196.0492706298828,373729
2010-01-20,197.8312422695398,198.41308998602318,192.73999706407372,193.54005432128906,257041
2010-01-21,193.32183297264308,194.1946266901263,190.6307597031912,191.3217010498047,417630
2010-01-22,188.88519763519457,194.19462995016184,186.303195792,189.2124786376953,428020
2010-01-25,187.57600352977232,196.0129280637519,187.57600352977232,194.77647399902344,511505
2010-01-27,189.17612814971972,194.19463679625207,184.04851473380745,189.3215789794922,1631873
2010-01-28,192.73999095837516,192.73999095837516,183.46665177075522,185.53952026367188,1321420
2010-01-29,184.01212292562175,189.4670277554327,180.23005779655932,185.39402770996094,1133785
2010-02-01,183.1393723217725,191.28536273578067,180.55738136561806,189.50341796875,444243
2010-02-02,191.93990961098308,192.63087308716428,185.2121937907318,186.23043823242188,491809
2010-02-03,187.64872260780186,189.83068449859024,184.37577977161928,186.92140197753906,664496
2010-02-04,186.92140121612243,188.23056946683695,181.4664965113718,182.19381713867188,427689
2010-02-05,179.46638464952483,181.8301769498732,173.46598881017903,174.73880004882812,368157
2010-02-08,177.10258434074584,181.83016872766513,172.95685871336164,180.2664337158203,816198
2010-02-09,178.19357335200684,185.46678042759893,177.9390066651478,183.06661987304688,370044
2010-02-10,183.64848678588868,184.6667313823197,180.48463712877967,181.83018493652344,399786
2010-02-11,182.88478915617313,183.64847811646212,180.3755349421093,181.93927001953125,288724
2010-02-15,181.5028753207047,184.19395957865402,177.13895130304655,177.86627197265625,249431
2010-02-16,179.32090291099874,180.92100607172517,176.37525215032505,178.73904418945312,367070
2010-02-17,182.55751795305832,185.39406458960917,178.70271555356612,179.90280151367188,300776
2010-02-18,182.55749411145888,182.6302306200392,174.9206268279118,176.55709838867188,340780
2010-02-19,176.5570850142287,177.02983899008998,172.22952943431028,175.93885803222656,466634
2010-02-22,176.0479760059447,178.81179685966856,175.32065531275592,176.41163635253906,154830
2010-02-23,178.01174742060974,180.59373821363081,174.70243590268322,178.7754364013672,691885
2010-02-24,178.19358363955902,183.2120923722351,178.19358363955902,182.3393096923828,749025
2010-02-25,178.92090255903983,185.5395257514536,178.81180888693686,183.10299682617188,1420324
2010-02-26,181.83018897868556,188.7397361598756,180.1209807630723,186.0122833251953,1175984
2010-03-02,187.6487435473474,190.8853295916101,187.32144034878002,189.2124786376953,845829
2010-03-03,191.28534494931245,194.92194846545905,190.41255122701068,193.9764404296875,470840
2010-03-04,196.15839010105134,201.3950855146059,193.54003129624155,199.0676727294922,888610
2010-03-05,200.01320609923954,203.1043192844096,199.28588534978778,201.39511108398438,986413
2010-03-08,203.5770757888988,203.5770757888988,196.41296188113606,197.03118896484375,757978
2010-03-09,195.1401714131125,198.6313247434249,193.68552974116662,194.5946807861328,254848
2010-03-10,194.26736407213417,196.01292931887753,191.64900510398598,193.2854766845703,806495
2010-03-11,194.12191693509985,195.64929505316744,190.63078597614765,191.86721801757812,454391
2010-03-12,192.70362456880437,192.70362456880437,188.41241476600632,189.10337829589844,676690
2010-03-15,187.75784066023672,190.1943695274306,184.52126565461563,187.39418029785156,936397
2010-03-16,186.921422800364,191.1035168902554,186.921422800364,189.61251831054688,213289
