Date,Open,High,Low,Close,Volume
2010-01-04,68.99651808412376,69.94521889177632,68.67309690560444,69.60023498535156,505038
2010-01-05,70.44114199967436,72.18761126543411,69.60024159169066,71.28203582763672,945436
2010-01-06,70.65675539094289,72.66196423485165,69.96678751990909,72.44635009765625,2268918
2010-01-07,72.87758473652164,72.87758473652164,70.52739175185121,70.72144317626953,2150810
2010-01-08,70.7861330876025,72.36012055907986,70.74301419935678,71.21736145019531,798342
2010-01-11,71.92889404296875,72.51104839939993,70.7430160153959,71.92889404296875,1802618
2010-01-12,71.95045768013382,71.95045768013382,69.75119031485865,69.96680450439453,490104
2010-01-13,70.20397338291417,70.46270643269048,69.42776107354096,69.90211486816406,663232
2010-01-14,70.29021644374306,70.63520041714007,69.8589881220023,70.05303955078125,269248
2010-01-15,71.0664022890754,71.0664022890754,69.08275011534349,69.36305236816406,817330
2010-01-18,69.21213036065673,70.18239387038557,68.99651624738365,69.83740997314453,482256
2010-01-19,69.88054194849474,70.0745933525437,68.17719161069867,68.54373168945312,701670
2010-01-20,69.427734375,69.81583709043005,67.93999852582535,69.427734375,1189924
2010-01-21,69.19056973177467,69.19056973177467,67.9615731968568,68.3712387084961,327448
2010-01-22,67.35786610951257,68.09095297931718,66.19355089511437,67.8537826538086,1455998
2010-01-25,66.84040142011038,68.43594517026324,66.84040142011038,68.13408660888672,990814
2010-01-27,68.13406085248457,69.2121314355935,63.15337344251717,66.92662048339844,2627370
2010-01-28,67.96157115079933,69.42774448937418,66.6463237435369,68.3927993774414,1351768
2010-01-29,70.07458598911066,70.07458598911066,67.9184448817534,69.34149932861328,1563410
2010-02-01,69.7727559510806,71.97201682778172,69.34152755407766,71.45454406738281,1857408
2010-02-02,72.01512431662921,72.44635260595034,70.44114369261568,70.8292465209961,891668
2010-02-03,71.45453104721985,73.22256978477613,70.33334136732485,72.5972900390625,1326052
2010-02-04,72.03667554261838,73.95563980762857,72.03667554261838,73.11474609375,1172032
2010-02-05,71.15265857472139,73.82627230819163,70.8076746716883,73.30879974365234,1650072
2010-02-08,72.92073259116388,76.32743467043358,72.68355563070295,75.85308074951172,1493348
2010-02-09,76.32742659109704,77.16832065279092,75.27091832999326,76.37055206298828,4567932
2010-02-10,76.75863769668032,77.1467405361717,75.27090137193439,75.65900421142578,1349652
2010-02-11,75.7021284203021,75.87461710610447,74.23594827089575,74.51625061035156,496406
2010-02-15,74.83966756909544,74.83966756909544,73.02851015123058,73.61066436767578,1212240
2010-02-16,73.37348505076837,74.34374862576836,73.09318931666566,73.56754302978516,601418
2010-02-17,74.1281337187519,74.19282190441783,72.23073204626147,72.70508575439453,2129648
2010-02-18,72.44635006344801,73.6537905471764,72.3169802651876,72.81289672851562,288088
2010-02-19,72.70507161517828,74.12811930279047,72.31696231672254,73.41659545898438,1675384
2010-02-22,74.08502656969036,74.08502656969036,71.5839010018153,71.86419677734375,1724448
2010-02-23,71.75639690343634,72.6619790968903,71.13111709368127,71.21736145019531,444806
2010-02-24,71.15267638619777,72.29542885978535,70.82925512989686,71.75639343261719,565028
2010-02-25,72.01513318098006,74.17127489298545,71.02330667745312,72.92071533203125,2649050
2010-02-26,73.5244173982471,74.04188998768511,72.6835236179077,72.98538208007812,431070
2010-03-02,73.74004703766546,74.17127538291497,71.47609822510556,72.61885070800781,874704
2010-03-03,72.70508965996883,73.26568115239516,72.25229865606802,72.81289672851562,470084
2010-03-04,73.69690231957834,73.78315323011515,72.05824029970937,73.45973205566406,572496
2010-03-05,73.91251871525792,75.44338030420722,72.70508489075449,73.28723907470703,1387490
2010-03-08,74.6024775837743,74.9258987293687,73.09317890433378,74.17124938964844,1456688
2010-03-09,74.64561111282562,75.46494213831907,74.25750174810182,74.60248565673828,1114364
2010-03-10,75.03370185458816,75.20619049121152,73.54596597864769,74.42998504638672,438186
2010-03-11,70.76456853449767,74.75343041504625,70.76456853449767,73.33037567138672,794042
2010-03-12,73.74004463093367,73.8909771788538,72.05825677135984,72.20918273925781,299326
2010-03-15,72.64040906806662,72.64040906806662,70.93705852288323,71.86419677734375,489382
2010-03-16,71.2173536596633,71.67014470685906,70.33334087706909,71.00173950195312,569558
2010-03-17,71.43296406626135,71.71326640457839,70.93705416157809,71.10954284667969,231794
2010-03-18,71.75640029856746,71.75640029856746,70.82926190713468,71.04487609863281,1225536
2010-03-19,71.19580047695838,71.51922172701116,70.52739524417822,70.76457214355469,593998
2010-03-22,70.07458347373455,70.29019757673066,68.60841020536913,68.93183135986328,855862
2010-03-23,69.08277710251316,69.85898941198408,68.73779312274586,68.95340728759766,905110
2010-03-25,69.62179690443543,69.64335963209037,68.17718627184409,69.10432434082031,861776
2010-03-26,69.6433636227691,71.58389078253667,69.01808396507043,71.23890686035156,890038
2010-03-29,71.7995083115126,72.38166911901988,68.7593476345704,69.0396499633789,870664
2010-03-30,68.99650621118012,69.94520685557994,68.78089212927019,69.427734375,490694
2010-03-31,69.42775828310569,69.85898659542312,67.94002192161494,68.47905731201172,1736390
2010-04-01,68.69463525885554,69.31991466612328,67.98310497057015,68.45745849609375,954642
2010-04-05,68.56529983521067,71.56233521011649,68.13407153436029,70.59207153320312,1016156
2010-04-06,69.4277707608147,73.15789370073746,69.21215656590535,72.40324401855469,2282720
2010-04-07,72.4032321764538,72.92071142361702,70.95862125485203,71.86419677734375,644966
2010-04-08,72.01511504229377,73.8047095804982,71.21734017778105,73.30879974365234,1176010
2010-04-09,73.74003969183806,76.71551234564039,73.74003969183806,76.24116516113281,2202034
